ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0100BRP92037,bstgajg,,,Kingsholm Road,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358655,177791,-2.59698,51.49754,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92023,bstdpmg,,,Elton Road,,,,,,Elton Road,,,,W-bound,,W,E0035664,Tyndalls Park,Bristol,,,,,,false,UKOS,358117,173471,-2.60422,51.45866,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,18,new,active
0100BRP92021,bstdpaj,,,Badocks Wood School,,,,,,Doncaster Road,,,,adj,,W,E0035644,Southmead,Bristol,,,,,,false,UKOS,357946,178086,-2.60723,51.50014,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:06:33,4,new,active
0100BRP92020,bstdpgm,,,Badocks Wood School,,,,,,Doncaster Road,,,,opp,,E,E0035644,Southmead,Bristol,,,,,,false,UKOS,358048,178071,-2.60576,51.50001,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92018,bstgajd,,,Cotham Side,,,,,,Cotham Road,,,,N-bound,,N,E0035592,Cotham,Bristol,,,,,,false,UKOS,358642,174070,-2.59673,51.46408,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2024-01-11T15:58:43,4,new,active
0100BRP92019,bstgagt,,,Cotham Side,,,,,,Cotham Road,,,,SW-bound,,SW,E0035592,Cotham,Bristol,,,,,,false,UKOS,358639,174041,-2.59677,51.46382,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2024-01-11T15:59:06,4,new,active
0100BRP92027,bstdpdj,,,Lake Road,,,,,,Southmead Road,,,,E-bound,,E,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358011,177239,-2.6062,51.49253,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92028,bstdpdt,,,Lake Road,,,,,,Southmead Road,,,,W-bound,,W,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358093,177226,-2.60501,51.49242,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2023-10-11T15:00:54,4,new,active
0100BRP92025,bstdgwm,,,Henleaze Road,,,,,,Northumbria Drive,,,,S-bound,,S,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357544,176120,-2.61279,51.48243,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92026,bstdgtp,,,Henleaze Road,,,,,,Henleaze Road,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357531,176213,-2.61299,51.48327,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T14:56:19,4,new,active
0100BRP92061,bstgapw,,,Bishopthorpe Road,,,,,,Wellington Hill West,,,,SE-bound,,SE,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358712,177129,-2.59609,51.49159,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92062,bstgdgw,,,Bishopthorpe Road,,,,,,Wellington Hill West,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358764,177011,-2.59532,51.49053,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2017-08-17T11:16:59,14,new,active
0100BRP92003,bstdtaj,,,Queen's Drive,,,,,,Bishop Road,,,,SE-bound,,SE,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358265,175920,-2.60238,51.48069,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92060,bstdptp,,,Queen's Drive,,,,,,Bishop Road,,,,NW-bound,,NW,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358205,175954,-2.60325,51.48099,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92059,bstdpmt,,,Springfield Grove,,,,,,Kellaway Avenue,,,,SW-bound,,SW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,358128,175982,-2.60436,51.48123,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-01-08T10:30:14,10,new,active
0100BRP92058,bstdpmw,,,Springfield Grove,,,,,,Kellaway Avenue,,,,NE-bound,,NE,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,358135,176004,-2.60426,51.48143,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2019-01-08T10:30:22,11,new,active
0100BRP92057,bstgmjd,,,Greenfield Road,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358969,178175,-2.59251,51.50101,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92056,bstgmdg,,,Greenfield Road,,,,,,Southmead Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358926,178111,-2.59312,51.50043,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2023-10-11T15:24:53,4,new,active
0100BRP92068,bstjawa,,,Monk's Park Avenue,,,,,,Monk's Park Avenue,,,,W-bound,,W,E0035644,Southmead,Bristol,,,,,,false,UKOS,359729,177728,-2.58151,51.49705,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,12,new,active
0100BRP92067,bstjajg,,,Monk's Park Avenue,,,,,,Monk's Park Avenue,,,,E-bound,,E,E0035644,Southmead,Bristol,,,,,,false,UKOS,359636,177769,-2.58285,51.49741,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92065,bstdmgm,,,Dorset Road,,,,,,Henleaze Road,,,,N-bound,,N,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357839,176808,-2.60862,51.48864,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2024-02-19T17:48:35,6,new,active
0100BRP92064,bstdjmp,,,St Oswald's Road,,,,,,Coldharbour Road,,,,N-bound,,N,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357659,175169,-2.61102,51.47389,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,6,new,active
0100BRP92063,bstdjmj,,,St Oswald's Road,,,,,,Coldharbour Road,,,,SW-bound,,SW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357656,175133,-2.61106,51.47357,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92054,bstgtam,,,Sherston Road,,,,,,Monks Park Avenue,,,,Se-bound,,SE,E0035644,Southmead,Bristol,,,,,,false,UKOS,359260,177889,-2.58828,51.49846,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:05:24,55,new,active
0100BRP92055,bstgtjm,,,Sherston Road,,,,,,Monks Park Avenue,,,,NW-bound,,NW,E0035644,Southmead,Bristol,,,,,,false,UKOS,359277,177871,-2.58803,51.4983,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:05:56,56,new,active
0100BRP92049,bstdptj,,,Ermleet Road,,,,,,Redland Road,,,,E-bound,,E,E0035635,Redland,Bristol,,,,,,false,UKOS,358211,174748,-2.60302,51.47014,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,8,new,active
0100BRP92048,bstdptm,,,Ermleet Road,,,,,,Redland Road,,,,W-bound,,W,E0035635,Redland,Bristol,,,,,,false,UKOS,358194,174736,-2.60326,51.47004,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,7,new,active
0100BRP92043,bstdjgd,,,Grove Road,,,,,,Redland Hill,,,,W-bound,,W,E0035635,Redland,Bristol,,,,,,false,UKOS,357539,174913,-2.61271,51.47158,BCT,MKD,OTH,,,,009,2007-02-01T00:00:00,2017-10-04T17:01:34,21,new,active
0100BRP92044,bstdgwg,,,Grove Road,,,,,,Redland Hill,,,,E-bound,,E,E0035635,Redland,Bristol,,,,,,false,UKOS,357504,174921,-2.61322,51.47165,BCT,MKD,OTH,,,,009,2007-02-01T00:00:00,2017-10-04T17:01:26,15,new,active
0100BRP92052,bstgdgd,,,Greenway Park,,,,,,Southmead Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358758,177900,-2.59551,51.49852,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:10:05,51,new,active
0100BRP92053,bstgdjd,,,Greenway Park,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358787,177961,-2.5951,51.49908,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-07-23T10:11:19,55,new,active
0100BRP92051,bstdwat,,,Redland Station,,,,,,Redland Grove,,,,B,,S,E0035635,Redland,Bristol,,,,,,false,UKOS,358462,174466,-2.59937,51.46763,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2017-08-10T16:59:17,10,new,active
0100BRP92050,bstdtpm,,,Redland Station,,,,,,Redland Grove,,,,A,,N,E0035635,Redland,Bristol,,,,,,false,UKOS,358390,174580,-2.60042,51.46865,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2017-08-10T16:59:07,10,new,active
0100BRC53367,bstdwam,,,Redland Station,,,,,,South Road,,,,C,,NE,E0035635,Redland,Bristol,,,,,,false,UKOS,358451,174568,-2.59954,51.46854,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2024-01-11T15:56:52,10,new,active
0100BRP91099,bstdjtj,,,Concorde Drive,,,,,,Charlton Road,,,,opp,,NE,E0035579,Brentry,Bristol,,,,,,false,UKOS,357730,178631,-2.61041,51.50502,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2026-01-28T16:59:11,81,new,active
0100BRP91098,bstdjwj,,,Concorde Drive,,,,,,Charlton Road,,,,adj,,SW,E0035579,Brentry,Bristol,,,,,,false,UKOS,357749,178659,-2.61014,51.50527,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2026-01-28T16:58:59,71,new,active
0100BRP91097,bstdpdp,,,Robin Close,,,,,,Charlton Road,,,,SW-bound,,SW,E0035579,Brentry,Bristol,,,,,,false,UKOS,358021,178958,-2.60626,51.50798,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91096,bstdpga,,,Robin Close,,,,,,Charlton Road,,,,NE-bound,,NE,E0035579,Brentry,Bristol,,,,,,false,UKOS,358031,178975,-2.60611,51.50814,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100053267,bstdpwg,,,Knole Lane,,,,,,Charlton Road,,,,SW-bound,,SW,E0035579,Brentry,Bristol,,,,,,false,UKOS,358222,179170,-2.60339,51.5099,BCT,MKD,OTH,,,,009,2016-10-31T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91095,bstdpwa,,,Knole Lane,,,,,,Charlton Road,,,,NE-bound,,NE,E0035579,Brentry,Bristol,,,,,,false,UKOS,358216,179176,-2.60347,51.50996,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91106,bstdpdg,,,St Josephs Road,,,,,,Knole Lane,,,,E-bound,,E,E0035579,Brentry,Bristol,,,,,,false,UKOS,358002,179216,-2.60656,51.5103,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91105,bstdmgd,,,St Josephs Road,,,,,,Knole Lane,,,,W-bound,,W,E0035579,Brentry,Bristol,,,,,,false,UKOS,357831,179179,-2.60902,51.50996,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91103,bstdgmw,,,Marlwood Drive,,,,,,Knole Lane,,,,E-bound,,E,E0035579,Brentry,Bristol,,,,,,false,UKOS,357464,179184,-2.61431,51.50997,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91104,bstdgjd,,,Marlwood Drive,,,,,,Knole Lane,,,,W-bound,,W,E0035579,Brentry,Bristol,,,,,,false,UKOS,357429,179186,-2.61481,51.50999,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91102,bstdgma,,,Burghill Road,,,,,,Charlton Road,,,,NE-bound,,NE,E0035579,Brentry,Bristol,,,,,,false,UKOS,357463,178371,-2.61423,51.50266,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2026-01-28T12:53:51,39,new,active
0100BRP91100,bstdgmj,,,Burghill Road,,,,,,Charlton Road,,,,SW-bound,,SW,E0035579,Brentry,Bristol,,,,,,false,UKOS,357475,178370,-2.61405,51.50266,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2026-01-28T12:50:29,39,new,active
0100BRP91093,bstdwag,,,Charlton Rd Jct,,,,,,Pen Park Road,,,,SE-bound,,SE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358430,179225,-2.6004,51.51041,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2020-08-18T15:57:12,14,new,active
0100BRP91094,bstdtdw,,,Charlton Rd Jct,,,,,,Charlton Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358297,179237,-2.60231,51.51051,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2023-10-11T15:17:18,4,new,active
0100BRP91086,bstdtam,,,Arnside Road,,,,,,,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358259,178363,-2.60276,51.50265,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2023-10-11T15:12:04,16,new,active
0100BRP91085,bstdtag,,,Arnside Road,,,,,,,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358270,178397,-2.6026,51.50296,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2023-10-11T15:12:37,21,new,active
0100BRP91084,bstdmwj,,,Gosforth Road,,,,,,Greystoke Avenue,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,357964,178224,-2.60699,51.50138,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91083,bstdmtd,,,Gosforth Road,,,,,,Greystoke Avenue,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,357903,178175,-2.60786,51.50093,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91082,bstdmat,,,Ambleside Avenue,,,,,,Greystoke Avenue,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,357775,178120,-2.6097,51.50043,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91081,bstdjpa,,,Ambleside Avenue,,,,,,Greystoke Avenue,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,357670,178047,-2.6112,51.49977,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91092,bstdwja,,,Lanercost Road,,,,,,Pen Park Road,,,,NW-bound,,NW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358486,179153,-2.59958,51.50977,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:16:07,4,new,active
0100BRP91091,bstdwtp,,,Lanercost Road,,,,,,Pen Park Road,,,,SE-bound,,SE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358625,179021,-2.59756,51.50859,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91089,bstgdga,,,Jarratts Road,,,,,,Pen Park Road,,,,opp,,NW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358755,178855,-2.59567,51.50711,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91090,bstgdap,,,Jarratts Road,,,,,,Pen Park Road,,,,adj,,SE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358747,178885,-2.59579,51.50738,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91088,bstgatp,,,Eastleigh Road,,,,,,Greystoke Avenue,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358768,178648,-2.59546,51.50525,BCT,MKD,OTH,,,,009,2006-02-16T00:00:00,2023-10-11T15:13:48,20,new,active
0100BRP91087,bstdwtg,,,Eastleigh Road,,,,,,Greystoke Avenue,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358630,178582,-2.59744,51.50465,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2021-11-18T18:30:17,16,new,active
0100BRP92010,bstdtwm,,,Clare Avenue,,,,,,Clare Avenue,,,,C,,NE,E0035635,Redland,Bristol,,,,,,false,UKOS,358411,175323,-2.60021,51.47533,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2020-08-18T16:00:09,19,new,active
0100053257,bstdtdm,,,Clare Avenue,,,,,,Cranbrook Road,,,,A,,NW,E0035635,Redland,Bristol,,,,,,false,UKOS,358290,175371,-2.60196,51.47575,BCT,MKD,OTH,,,,009,2017-08-10T00:00:00,2017-08-10T13:35:42,19,new,active
0100053258,bstdwaj,,,Clare Avenue,,,,,,Cranbrook Road,,,,B,,SE,E0035635,Redland,Bristol,,,,,,false,UKOS,358430,175253,-2.59993,51.4747,BCT,MKD,OTH,,,,009,2020-08-18T00:00:00,2020-08-18T09:24:54,21,new,active
0100BRP92008,bstdwdt,,,Cherington Road,,,,,,Wellington Hill West,,,,E-bound,,E,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358480,177211,-2.59944,51.49231,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92009,bstdwjd,,,Cherington Road,,,,,,Wellington Hill West,,,,W-bound,,W,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358508,177197,-2.59903,51.49219,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92006,bstdjtw,,,Cheriton Place,,,,,,Eastfield Road,,,,E-bound,,E,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357730,177225,-2.61024,51.49238,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-20T13:01:47,8,new,active
0100BRP92007,bstdmag,,,Cheriton Place,,,,,,Eastfield Road,,,,W-bound,,W,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357763,177212,-2.60976,51.49227,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-20T13:01:57,8,new,active
0100BRP92017,bstdpwd,,,Cotham Hill,,,,,,Saint Michael's Hill,,,,SE-bound,,SE,E0035592,Cotham,Bristol,,,,,,false,UKOS,358217,173827,-2.60282,51.46186,BCT,CUS,OTH,,,,009,2009-07-08T00:00:00,2020-08-18T16:03:47,14,new,active
0100BRP92015,bstdpwm,,,Cotham Hill,,,,,,Cotham Road,,,,E-bound,,E,E0035592,Cotham,Bristol,,,,,,false,UKOS,358229,173885,-2.60266,51.46239,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2024-01-11T16:02:25,4,new,active
0100BRP92016,bstdpwp,,,Cotham Hill,,,,,,Cotham Road,,,,W-bound,,W,E0035592,Cotham,Bristol,,,,,,false,UKOS,358232,173872,-2.60261,51.46227,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100053252,bstdwpa,,,Cotham Park,,,,,,Cotham Grove,,,,N-bound,,N,E0035592,Cotham,Bristol,,,,,,false,UKOS,358576,174272,-2.59771,51.46589,BCT,MKD,OTH,,,,009,2016-10-31T00:00:00,2024-01-11T15:58:12,4,new,active
0100BRP92014,bstdwmt,,,Cotham Park,,,,,,Cotham Grove,,,,SE-bound,,SE,E0035592,Cotham,Bristol,,,,,,false,UKOS,358572,174298,-2.59777,51.46613,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2024-01-11T15:57:46,4,new,active
0100BRP92013,bstdmpm,,,Halsbury Road,,,,,,Coldharbour Road,,,,SW-bound,,SW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357892,175629,-2.60772,51.47804,BCT,MKD,OTH,,,,009,2007-01-30T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92069,bstdpag,,,Halsbury Road,,,,,,Coldharbour Road,,,,N-bound,,N,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357974,175796,-2.60656,51.47955,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92005,bstdwaw,,,King's Drive,,,,,,King's Drive,,,,S-bound,,S,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358464,175776,-2.5995,51.47941,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92004,bstdtwj,,,King's Drive,,,,,,Bishop Road,,,,NW-bound,,NW,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358407,175849,-2.60033,51.48006,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91113,bstgjdm,,,Charfield Road,,,,,,Pen Park Road,,,,N-bound,,N,E0035644,Southmead,Bristol,,,,,,false,UKOS,358906,178475,-2.59345,51.50371,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:26:29,4,new,active
0100BRP91114,bstgmgp,,,Charfield Road,,,,,,Pen Park Road,,,,S-bound,,S,E0035644,Southmead,Bristol,,,,,,false,UKOS,358955,178361,-2.59273,51.50268,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:26:09,4,new,active
0100BRP91112,bstgdtm,,,Pen Park Road,,,,,,Pen Park Road,,,,DEL,,S,E0035644,Southmead,Bristol,,,,,,false,UKOS,358846,178669,-2.59434,51.50545,BCT,MKD,OTH,,,,009,2009-02-06T00:00:00,2021-09-13T09:52:40,17,delete,inactive
0100BRP91109,bstgadm,,,Chakeshill Drive,,,,,,Charlton Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358627,179569,-2.5976,51.51352,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2024-12-05T14:56:00,47,new,active
0100BRP91107,bstdwgp,,,Turnbridge Road,,,,,,Charlton Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358500,179380,-2.5994,51.51181,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91108,bstdwap,,,Turnbridge Road,,,,,,Charlton Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358468,179364,-2.59986,51.51167,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92002,bstdwga,,,Birchall Road,,,,,,King's Drive,,,,N-bound,,N,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358488,175492,-2.59912,51.47685,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92001,bstdwgj,,,Birchall Road,,,,,,King's Drive,,,,S-bound,,S,E0035574,Bishopston,Bristol,,,,,,false,UKOS,358498,175490,-2.59897,51.47684,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92000,bstdwtd,,,Doncaster Road,,,,,,Doncaster Road,,,,NW-bound,,NW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358560,177819,-2.59836,51.49778,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:04:34,4,new,active
0100BRP91115,bstgmpj,,,Lydney Road,,,,,,Pen Park Road,,,,N-bound,,N,E0035644,Southmead,Bristol,,,,,,false,UKOS,358986,178258,-2.59227,51.50176,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01687,bstgtwp,,,Nutgrove Avenue,,,,,,Nutgrove Avenue,,,,SE-bound,,SE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359364,171171,-2.58601,51.43807,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01688,bstgtwj,,,Nutgrove Avenue,,,,,,Nutgrove Avenue,,,,NW-bound,,NW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359359,171165,-2.58608,51.43801,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01685,bstgpmw,,,Holmesdale Road,,,,,,Holmesdale Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359106,171309,-2.58974,51.43929,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01686,bstgptd,,,Holmesdale Road,,,,,,Holmesdale Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359111,171303,-2.58966,51.43924,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01684,bstgpgj,,,Kensal Road,,,,,,Kensal Road,,,,SE-bound,,SE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359036,171217,-2.59073,51.43846,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01683,bstgpdj,,,Kensal Road,,,,,,Kensal Road,,,,NW-bound,,NW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359028,171213,-2.59085,51.43842,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01694,bstjawd,,,Richmond Street,,,,,,Cambridge Street,,,,NW-bound,,NW,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359731,171834,-2.5808,51.44406,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-18T12:21:18,8,new,active
0100BRZ01693,bstjdag,,,William Street,,,,,,Cambridge Street,,,,NW-bound,,NW,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359781,171794,-2.58008,51.4437,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-18T12:23:18,8,new,active
0100BRZ01692,bstjdgw,,,Cambridge Street,,,,,,Oxford Street,,,,N-bound,,N,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359835,171774,-2.5793,51.44352,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2019-06-18T12:26:44,8,new,active
0100BRZ01691,bstjatw,,,Raven Hill,,,,,,Saint John's Lane,,,,W-bound,,W,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359816,171513,-2.57955,51.44118,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-18T12:41:01,12,new,active
