ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
0100BRZ01689,bstgwma,,,Newport Street,,,,,,Newport Street,,,,SE-bound,,SE,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359495,171149,-2.58412,51.43788,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-18T12:43:26,8,new,active
0100BRZ01682,bstgtda,,,Atlas Road,,,,,,Atlas Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359192,171064,-2.58847,51.43709,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-05-30T09:07:16,12,new,active
0100BRZ01674,bstgdta,,,Brendon Road,,,,,,Cotswold Road,,,,W-bound,,W,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358826,171018,-2.59373,51.43665,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01675,bstgdpt,,,Brendon Road,,,,,,Cotswold Road,,,,E-bound,,E,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358823,171027,-2.59377,51.43673,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01673,bstgawp,,,Cotswold Road,,,,,,Cotswold Road,,,,W-bound,,W,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358731,170990,-2.59509,51.43639,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-20T11:29:52,8,new,active
0100BRZ01672,bstgawg,,,Cotswold Road,,,,,,Cotswold Road,,,,E-bound,,E,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358730,171000,-2.59511,51.43648,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-20T11:29:43,8,new,active
0100BRZ01671,bstgdtp,,,Dunkerry Road,,,,,,Dunkerry Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358850,171185,-2.5934,51.43816,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01670,bstgdwd,,,Dunkerry Road,,,,,,Dunkerry Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358857,171181,-2.5933,51.43812,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01678,bstgpag,,,Paultow Road,,,,,,Paultow Road,,,,N-bound,,N,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359020,171004,-2.59094,51.43654,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-21T09:04:44,8,new,active
0100BRZ01679,bstgpdg,,,Paultow Road,,,,,,Paultow Road,,,,S-bound,,S,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359028,171005,-2.59082,51.43655,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-21T09:04:29,8,new,active
0100BRZ01676,bstgmtm,,,Dunford Road,,,,,,Dunford Road,,,,E-bound,,E,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359004,171047,-2.59117,51.43693,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01677,bstgmtp,,,Dunford Road,,,,,,Dunford Road,,,,W-bound,,W,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359004,171039,-2.59117,51.43686,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100FBX18337,bstgpwt,,,Hengrove Leisure Pk,,,,,,Hengrove Way,,,,SW-bound,,SW,N0073244,Hengrove Park,Bristol,,,,,,false,UKOS,359134,168869,-2.58905,51.41735,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-05-08T08:57:00,13,new,active
0100FBX18336,bstgpmt,,,Hengrove Leisure Pk,,,,,,Hengrove Way,,,,NE-bound,,NE,N0073244,Hengrove Park,Bristol,,,,,,false,UKOS,359104,168901,-2.58949,51.41764,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-05-08T08:56:51,16,new,active
0100FBX18333,bstmwjp,,,Oldbury Court School,,,,,,Frenchay Road,,,,S-bound,,S,N0077035,Oldbury Court,Bristol,,,,,,false,UKOS,364218,176970,-2.51677,51.49054,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2020-08-18T16:17:07,6,new,active
0100BRZ01713,bstpadm,,,Parson Street Stn,,,,,,Parson Street,,,,A,,NW,E0035570,Bedminster,Bristol,,,,,,false,UKOS,357872,170611,-2.60741,51.43292,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2025-07-23T14:25:31,128,new,active
0100SGZ01485,bstmwtw,,,Blackhorse Road,,,,,,Blackhorse Road,,,,N-bound,,N,E0035663,Two Mile Hill,Bristol,,,,,,false,UKOS,364514,173849,-2.51219,51.46249,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2021-08-19T17:20:53,10,delete,inactive
0100BRA10572,bstmtad,,,Begbrook Park,,,,,,Frenchay Park Road,,,,SW-bound,,SW,E0035581,Broomhill,Bristol,,,,,,false,UKOS,363318,177571,-2.52979,51.49588,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2026-04-17T16:05:12,48,new,active
0100FBX18339,bstgwgw,,,Hengrove Depot,,,,,,Roman Farm Road,,,,NE-bound,,NE,E0035610,Hengrove,Bristol,,,,,,false,UKOS,359219,169110,-2.58786,51.41953,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2026-03-11T12:10:43,46,new,active
0100FBX18342,bstgwjt,,,Hengrove Depot,,,,,,Roman Farm Road,,,,SW-bound,,SW,E0035610,Hengrove,Bristol,,,,,,false,UKOS,359220,169102,-2.58784,51.41946,BCT,MKD,OTH,,,,009,2006-05-30T00:00:00,2026-03-11T12:11:30,45,new,active
0100BRZ01701,bstgpmg,,,Prewett Street,,,,,,Prewett Street,,,,W-bound,,W,N0077026,Redcliffe,Bristol,,,,,,false,UKOS,359101,172173,-2.58991,51.44706,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01700,bstgtja,,,Somerset Square,,,,,,Prewett Street,,,,SW-bound,,SW,N0077026,Redcliffe,Bristol,,,,,,false,UKOS,359253,172213,-2.58773,51.44743,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01699,bstgtmp,,,Corinthian Court,,,,,,Somerset Street,,,,NW-bound,,NW,N0077026,Redcliffe,Bristol,,,,,,false,UKOS,359321,172244,-2.58675,51.44771,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,11,new,active
0100BRZ01697,bstjapj,,,Stevens Crescent,,,,,,Windsor Terrace,,,,SW-bound,,SW,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359674,171577,-2.5816,51.44174,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2019-06-18T12:31:10,8,new,active
0100BRZ01696,bstjapd,,,Pylle Hill Crescent,,,,,,Pylle Hill Crescent,,,,SE-bound,,SE,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359658,171615,-2.58183,51.44208,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2019-06-18T12:36:42,10,new,active
0100BRZ01695,bstgwtp,,,Pylle Hill Crescent,,,,,,Richmond Street,,,,SW-bound,,SW,E0035661,Totterdown,Bristol,,,,,,false,UKOS,359575,171756,-2.58304,51.44334,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2019-06-18T12:36:52,10,new,active
0100BRZ01710,bstdgmd,,,Red Maid's School,,,,,,Grange Court Road,,,,W-bound,,W,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357460,176755,-2.61407,51.48813,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2017-10-11T12:55:11,11,delete,inactive
0100BRZ01709,bstdgtw,,,St Ursula's High School,,,,,,Brecon Road,,,,NE-bound,,NE,E0035611,Henleaze,Bristol,,,,,,false,UKOS,357547,176607,-2.6128,51.48681,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2017-08-17T11:13:14,20,delete,inactive
0100BRZ01707,bstawpw,,,Lansdown Road,,,,,,College Road,,,,DEL,,N,E0035590,Clifton,Bristol,,,,,,false,UKOS,357091,173540,-2.619,51.4592,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2021-11-18T16:38:26,27,delete,inactive
0100BRZ00678,bstawtm,,,Lansdown Road,,,,,,Clifton Park,,,,E-bound,,E,E0035590,Clifton,Bristol,,,,,,false,UKOS,357152,173450,-2.61811,51.4584,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2021-11-18T16:39:06,39,new,active
0100BRZ01705,bstgpwm,,,Kensal Avenue,,,,,,Kensal Avenue,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359129,171076,-2.58938,51.4372,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-18T11:38:27,11,delete,inactive
0100BRZ01704,bstgpwa,,,Kensal Ave,,,,,,Kensal Avenue,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,359124,171083,-2.58945,51.43726,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-18T11:38:35,15,delete,inactive
0100BRX43052,bstmptm,,,Morrisons Fishponds,,,,,,,,,,S-bound,,S,E0035604,Fishponds,Bristol,,,,,,false,UKOS,363176,175641,-2.53164,51.47852,BCT,MKD,OTH,,,,009,2007-08-10T00:00:00,2017-08-23T11:03:44,9,delete,inactive
0100BRX32921,bstgaga,,,Prince Street,,,,,,Prince Street,,,,Bp,,N,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358677,172630,-2.59606,51.45114,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-09-14T12:42:24,35,delete,inactive
0100BRX32922,bstgagd,,,Queen Square,,,,,,Prince Street,,,,Q2,,N,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358645,172633,-2.59652,51.45116,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-09-14T14:36:42,68,new,active
0100BRP90355,bstgwja,,,Queen Square,,,,,,Prince Street,,,,Q1,,S,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358649,172561,-2.59646,51.45051,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2017-12-20T10:36:43,113,new,active
010000064,bstpjpa,,,Prince Street,,,,,,Prince Street,,,,B,,S,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358677,172587,-2.59606,51.45075,BCT,MKD,OTH,,,,009,2018-09-14T00:00:00,2018-09-14T12:43:04,93,delete,inactive
0100BRP92081,bstdtjd,,,Wilton Close,,,,,,Doncaster Road,,,,E-bound,,E,E0035644,Southmead,Bristol,,,,,,false,UKOS,358322,177987,-2.6018,51.49927,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-10-11T15:05:21,4,new,active
0100BRP92082,bstdtdt,,,Wilton Close,,,,,,Doncaster Road,,,,W-bound,,W,E0035644,Southmead,Bristol,,,,,,false,UKOS,358299,177985,-2.60214,51.49926,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ00686,bstadma,,,Portway P&R,,,,,,,,,,N-bound,,N,E0035642,Shirehampton,Bristol,,,,,,false,UKOS,352291,176995,-2.68855,51.48988,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2025-01-17T14:47:17,29,new,active
0100BRZ01708,bstdapj,,,Badminton School,,,,,,Westbury Road,,,,NE-bound,,NE,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357282,176321,-2.61658,51.48422,BCT,CUS,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ00681,bstdata,,,Badminton School,,,,,,Westbury Road,,,,opp,,S,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357293,176304,-2.61642,51.48407,BCT,CUS,OTH,,,,009,2009-07-02T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ00680,bstawgm,,,Clifton College School,,,,,,The Avenue,,,,adj,,NW,E0035590,Clifton,Bristol,,,,,,false,UKOS,357013,174156,-2.62019,51.46473,BCT,CUS,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ00679,bstawja,,,Clifton College School,,,,,,The Avenue,,,,opp,,SE,E0035590,Clifton,Bristol,,,,,,false,UKOS,357024,174153,-2.62003,51.46471,BCT,CUS,OTH,,,,009,2009-07-08T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRC53408,bstgtat,,,Church Road,,,,,,Wellington Hill,,,,W-bound,,W,N0077032,Horfield Common,Bristol,,,,,,false,UKOS,359182,176669,-2.58926,51.48749,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:33:04,4,new,active
0100BRP92074,bstgtdp,,,Church Road,,,,,,Wellington Hill,,,,E-bound,,E,N0077032,Horfield Common,Bristol,,,,,,false,UKOS,359198,176678,-2.58903,51.48757,BCT,MKD,OTH,,,,009,2007-01-02T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92072,bstdpwt,,,Waterdale Gardens,,,,,,Wellington Hill West,,,,E-bound,,E,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358252,177245,-2.60272,51.4926,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92073,bstdtat,,,Waterdale Gardens,,,,,,Wellington Hill West,,,,W-bound,,W,E0035611,Henleaze,Bristol,,,,,,false,UKOS,358272,177224,-2.60243,51.49241,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92071,bstdpaw,,,Upper Cranbrook Road,,,,,,Upper Cranbrook Road,,,,SE-bound,,SE,E0035635,Redland,Bristol,,,,,,false,UKOS,357995,175744,-2.60625,51.47908,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2017-09-12T11:37:46,9,delete,inactive
0100BRP92070,bstdmpd,,,Linden Road,,,,,,Linden Road,,,,NW-bound,,NW,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357881,175698,-2.60788,51.47866,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92079,bstdtmw,,,Whiteleaze,,,,,,Southmead Road,,,,SW-bound,,SW,E0035644,Southmead,Bristol,,,,,,false,UKOS,358377,177501,-2.60095,51.49491,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92080,bstdtwt,,,Whiteleaze,,,,,,Southmead Road,,,,NE-bound,,NE,E0035644,Southmead,Bristol,,,,,,false,UKOS,358417,177561,-2.60039,51.49545,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92077,bstdjwg,,,Bayswater Avenue,,,,,,Coldharbour Road,,,,N-bound,,N,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357740,175450,-2.60988,51.47642,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92078,bstdmad,,,Bayswater Avenue,,,,,,Coldharbour Road,,,,S-bound,,S,E0035669,Westbury Park,Bristol,,,,,,false,UKOS,357763,175473,-2.60956,51.47663,BCT,MKD,OTH,,,,009,2007-03-29T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92075,bstgmga,,,Kellaway Crescent,,,,,,Wellington Hill West,,,,SE-bound,,SE,N0077032,Horfield Common,Bristol,,,,,,false,UKOS,358945,176829,-2.5927,51.48891,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP92076,bstgmwd,,,Kellaway Crescent,,,,,,Wellington Hill West,,,,NW-bound,,NW,N0077032,Horfield Common,Bristol,,,,,,false,UKOS,359009,176771,-2.59177,51.48839,BCT,MKD,OTH,,,,009,2008-09-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01662,bstgdmd,,,Alfred Road,,,,,,Alfred Road,,,,NE-bound,,NE,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358797,171332,-2.59418,51.43947,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRZ01663,bstgdmg,,,Alfred Road,,,,,,Alfred Road,,,,SW-bound,,SW,E0035676,Windmill Hill,Bristol,,,,,,false,UKOS,358802,171328,-2.59411,51.43944,BCT,CUS,OTH,,,,009,2009-02-10T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP90271,bstgapg,,,Bristol Royal Infirmary,,,,,,Upper Maudlin Street,,,,H1,,SW,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358708,173473,-2.59572,51.45872,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-11-12T11:15:26,55,new,active
0100BRP90273,bstgamp,,,Bristol Royal Infirmary,,,,,,Upper Maudlin Street,,,,H2,,NE,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358690,173468,-2.59597,51.45867,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-11-12T11:11:47,101,new,active
0100BRP90233,bstdmgp,,,Triangle West,,,,,,Triangle West,,,,U3,,N,E0035664,Tyndalls Park,Bristol,,,,,,false,UKOS,357851,173236,-2.60802,51.45652,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2018-07-05T13:03:42,21,new,active
0100BRP90232,bstpdmg,,,Park Street Top,,,,,,Queen's Road,,,,U1,,W,E0035664,Tyndalls Park,Bristol,,,,,,true,UKOS,358026,173172,-2.60549,51.45596,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T12:59:38,29,new,active
0100BRP90231,bstdpgp,,,Park Street Top,,,,,,Queen's Road,,,,U6,,W,E0035664,Tyndalls Park,Bristol,,,,,,true,UKOS,358048,173166,-2.60518,51.45591,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2018-07-05T12:57:07,31,new,active
0100BRP90270,bstdwjm,,,Horfield Road,,,,,,Horfield Road,,,,N-bound,,N,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358530,173394,-2.59827,51.45799,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP90269,bstdwma,,,Horfield Road,,,,,,Horfield Road,,,,S-bound,,S,N0077029,Kingsdown,Bristol,,,,,,false,UKOS,358543,173382,-2.59808,51.45789,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2024-12-03T15:00:35,43,new,active
0100BRP90268,bstdtwp,,,Park Row,,,,,,Park Row,,,,U5,,W,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358383,173106,-2.60035,51.45539,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2025-10-10T12:01:29,105,delete,inactive
0100053247,bstdtpg,,,Park Row,,,,,,Park Row,,,,U4,,E,N0076879,Bristol City Centre,Bristol,,,,,,true,UKOS,358380,173119,-2.60039,51.45551,BCT,MKD,OTH,,,,009,2019-04-29T00:00:00,2025-10-10T12:00:50,54,delete,inactive
0100BRP90237,bstdmwa,,,Queen's Road,,,,,,Queen's Road,,,,U2,,E,E0035664,Tyndalls Park,Bristol,,,,,,false,UKOS,357951,173234,-2.60658,51.45651,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-05T13:06:30,16,new,active
0100BRP91045,bstawgp,,,Henbury Road,,,,,,Falcondale Road,,,,SW-bound,,SW,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357007,177665,-2.62071,51.49628,BCT,MKD,OTH,,,,009,2007-09-04T00:00:00,2018-07-05T15:04:54,13,new,active
0100BRP91076,bstawtd,,,Henbury Road,,,,,,Henbury Road,,,,SE-bound,,SE,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357095,177666,-2.61944,51.4963,BCT,MKD,OTH,,,,009,2007-09-04T00:00:00,2020-08-18T15:50:45,33,new,active
0100BRP91043,bstawgd,,,Westbury Village,,,,,,Canford Lane,,,,E-bound,,E,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357061,177306,-2.61989,51.49306,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2019-01-08T11:17:17,31,new,active
0100BRP91041,bstawmd,,,Westbury Village,,,,,,Canford Lane,,,,W-bound,,W,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357071,177299,-2.61974,51.493,BCT,MKD,OTH,,,,009,2009-07-08T00:00:00,2019-01-08T11:17:03,59,new,active
0100BRP91052,bstdawp,,,Brentry Lane,,,,,,Passage Road,,,,S-bound,,S,E0035579,Brentry,Bristol,,,,,,false,UKOS,357334,178848,-2.61614,51.50694,BCT,MKD,OTH,,,,009,2007-09-19T00:00:00,2017-07-11T13:36:14,8,new,active
0100BRP91051,bstdatm,,,Brentry Lane,,,,,,Passage Road,,,,N-bound,,N,E0035579,Brentry,Bristol,,,,,,false,UKOS,357315,178861,-2.61642,51.50706,BCT,MKD,OTH,,,,009,2007-09-19T00:00:00,2023-09-28T11:10:12,4,new,active
0100BRP91049,bstdgag,,,The Ridgeway,,,,,,Passage Road,,,,N-bound,,N,E0035579,Brentry,Bristol,,,,,,false,UKOS,357363,178403,-2.61567,51.50294,BCT,MKD,OTH,,,,009,2009-06-29T00:00:00,2016-11-01T09:55:38,12,new,active
0100BRP91050,bstdgdg,,,The Ridgeway,,,,,,Passage Road,,,,S-bound,,S,E0035579,Brentry,Bristol,,,,,,false,UKOS,357389,178422,-2.6153,51.50312,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2016-11-01T10:15:14,10,new,active
0100BRP91048,bstdatd,,,Brentry Hill,,,,,,Passage Road,,,,N-bound,,N,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357294,178027,-2.61662,51.49956,BCT,MKD,OTH,,,,009,2009-06-29T00:00:00,2019-06-20T11:43:34,15,new,active
0100BRP91033,bstdapt,,,Henleaze Gardens,,,,,,Westbury Road,,,,SW-bound,,SW,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357285,176214,-2.61653,51.48326,BCT,MKD,OTH,,,,009,2009-06-29T00:00:00,2018-07-05T14:28:28,16,new,active
0100BRP91032,bstdapa,,,Henleaze Gardens,,,,,,Westbury Road,,,,N-bound,,N,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357280,176253,-2.6166,51.48361,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2018-07-05T14:30:48,14,new,active
0100BRP91027,bstdapw,,,Durdham Park,,,,,,Westbury Road,,,,N-bound,,N,N0081137,The Downs,Bristol,,,,,,false,UKOS,357291,175211,-2.61632,51.47424,BCT,MKD,OTH,,,,009,2009-06-26T00:00:00,2023-09-28T11:03:38,15,new,active
0100BRP91028,bstdatj,,,Durdham Park,,,,,,Westbury Road,,,,S-bound,,S,N0081137,The Downs,Bristol,,,,,,false,UKOS,357307,175273,-2.6161,51.4748,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2023-09-28T11:20:00,14,new,active
0100BRP91037,bstdamj,,,Southfield Road,,,,,,Westbury Road,,,,SW-bound,,SW,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357273,176939,-2.61679,51.48977,BCT,MKD,OTH,,,,009,2007-09-19T00:00:00,2023-09-28T11:18:56,4,new,active
0100BRP91038,bstdamw,,,Southfield Road,,,,,,Westbury Road,,,,N-bound,,N,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357275,177031,-2.61677,51.4906,BCT,MKD,OTH,,,,009,2009-06-29T00:00:00,2023-09-28T11:08:29,13,new,active
0100BRP91036,bstdajm,,,Grange Court Road,,,,,,,,,,N-bound,,N,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357221,176817,-2.61752,51.48867,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2017-10-03T16:25:40,9,delete,inactive
0100BRP91034,bstdawa,,,Brecon Road,,,,,,Westbury Road,,,,SE-bound,,SE,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357323,176549,-2.61602,51.48627,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2017-03-06T15:33:22,10,new,active
0100BRP91035,bstdapg,,,Brecon Road,,,,,,Westbury Road,,,,N-bound,,N,E0035653,Stoke Bishop,Bristol,,,,,,false,UKOS,357266,176638,-2.61685,51.48707,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2023-09-28T11:07:27,13,new,active
0100BRP91074,bstatjp,,,Coombe Way,,,,,,Henbury Road,,,,S-bound,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,356746,178159,-2.62453,51.5007,BCT,MKD,OTH,,,,009,2009-08-25T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91073,bstatjd,,,Coombe Way,,,,,,Henbury Road,,,,N-bound,,N,E0035609,Henbury,Bristol,,,,,,false,UKOS,356737,178150,-2.62466,51.50062,BCT,MKD,OTH,,,,009,2008-11-05T00:00:00,2016-10-31T10:46:58,4,new,active
0100BRP91071,bstatag,,,Arnall Drive,,,,,,Henbury Road,,,,NW-bound,,NW,E0035609,Henbury,Bristol,,,,,,false,UKOS,356621,178422,-2.62636,51.50306,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2020-08-18T15:45:43,16,new,active
0100BRP91072,bstatdj,,,Arnall Drive,,,,,,Henbury Road,,,,S-bound,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,356651,178403,-2.62593,51.50289,BCT,MKD,OTH,,,,009,2009-02-10T00:00:00,2020-08-18T15:46:23,16,new,active
0100BRP91068,bstapmd,,,The Salutation,,,,,,Henbury Road,,,,A,,N,E0035609,Henbury,Bristol,,,,,,false,UKOS,356510,178772,-2.628,51.5062,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2017-08-17T11:03:55,10,new,active
0100BRP91058,bstatad,,,The Salutation,,,,,,Crow Lane,,,,C,,W,E0035609,Henbury,Bristol,,,,,,false,UKOS,356595,178809,-2.62678,51.50654,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2023-09-28T11:11:30,10,new,active
0100BRP91059,bstapjw,,,The Salutation,,,,,,Henbury Road,,,,B,,S,E0035609,Henbury,Bristol,,,,,,false,UKOS,356491,178845,-2.62829,51.50685,BCT,MKD,OTH,,,,009,2009-02-05T00:00:00,2018-07-11T13:28:36,16,new,active
0100053266,bstdajt,,,Northover Road,,,,,,Northover Road,,,,W-bound,,W,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357250,178236,-2.61728,51.50143,BCT,MKD,OTH,,,,009,2019-06-20T00:00:00,2019-06-20T11:48:29,8,new,active
0100BRP91067,bstdajp,,,Northover Road,,,,,,Northover Road,,,,E-bound,,E,E0035670,Westbury on Trym,Bristol,,,,,,false,UKOS,357250,178244,-2.61728,51.50151,BCT,MKD,OTH,,,,009,2003-06-12T00:00:00,2019-06-20T11:48:21,8,new,active
